State,Year,Group_Name,Sub_Group,Acquitted,Withdrawn,Arrested,Chargesheeted,Convicted,Released_Before_Trial,Trial_Completed,Persons_Under_Trial_At_Year_Beginning,Total_Persons_Under_Trial,High_Crime_Area
Jammu & Kashmir,2010,Rape,01. Rape,205,2,266,259,5,0,210,1449,1708,True
Jharkhand,2010,Rape,01. Rape,482,13,836,911,194,0,676,1267,2178,True
Karnataka,2010,Rape,01. Rape,497,24,771,703,82,50,579,1522,2225,True
Kerala,2010,Rape,01. Rape,281,0,659,779,52,0,333,4230,5009,True
Lakshadweep,2010,Rape,01. Rape,0,0,0,0,0,0,0,3,3,False
Madhya Pradesh,2010,Rape,01. Rape,2710,31,4387,4407,1230,21,3940,11528,15935,True
Maharashtra,2010,Rape,01. Rape,1243,12,2180,2145,202,16,1445,17466,19611,True
Manipur,2010,Rape,01. Rape,6,0,22,5,1,10,7,84,89,True
Meghalaya,2010,Rape,01. Rape,10,2,135,73,4,18,14,494,567,True
Mizoram,2010,Rape,01. Rape,3,0,112,125,123,0,126,94,219,True
Nagaland,2010,Rape,01. Rape,5,0,17,19,12,0,17,47,66,True
Odisha,2010,Rape,01. Rape,855,0,1363,1369,188,0,1043,4712,6081,True
Puducherry,2010,Rape,01. Rape,0,0,5,2,1,0,1,40,42,False
Punjab,2010,Rape,01. Rape,469,0,766,654,244,61,713,756,1410,True
Rajasthan,2010,Rape,01. Rape,663,22,1343,1355,298,1,961,4704,6059,True
Sikkim,2010,Rape,01. Rape,2,0,21,30,1,0,3,56,86,True
Tamil Nadu,2010,Rape,01. Rape,512,1,777,682,136,19,648,1897,2579,True
Tripura,2010,Rape,01. Rape,180,1,320,226,32,43,212,215,441,True
Uttar Pradesh,2010,Rape,01. Rape,1218,0,2580,1842,1304,703,2522,7023,8865,True
Uttarakhand,2010,Rape,01. Rape,118,0,171,159,86,0,204,415,574,True
West Bengal,2010,Rape,01. Rape,987,27,2395,2242,128,106,1115,11336,13578,True
Andaman & Nicobar Islands,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,2,0,4,5,0,0,2,22,27,False
Andhra Pradesh,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,717,71,965,771,82,81,799,1385,2156,True
Arunachal Pradesh,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,5,0,60,56,5,8,10,274,330,True
Assam,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,501,58,1583,801,109,589,610,2215,3016,True
Bihar,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,614,2,988,933,191,151,805,8421,9354,True
Chandigarh,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,18,0,43,30,1,9,19,126,156,True
Chhattisgarh,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,98,13,223,207,44,0,142,1175,1382,True
Dadra & Nagar Haveli,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,3,2,0,0,0,9,11,False
Daman & Diu,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,5,0,2,0,0,2,5,14,14,False
Delhi,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,153,0,298,328,263,28,416,309,637,True
Goa,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,30,0,8,6,8,3,38,63,69,True
Gujarat,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,466,21,1063,1145,30,10,496,7111,8256,True
Haryana,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,223,0,298,283,68,0,291,1124,1407,True
Himachal Pradesh,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,43,0,74,55,4,18,47,331,386,True
Jammu & Kashmir,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,554,61,633,618,1,45,555,4023,4641,True
Jharkhand,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,140,18,318,307,111,29,251,1360,1667,True
Karnataka,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,371,5,306,271,8,32,379,1251,1522,True
Kerala,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,90,2,114,116,7,27,97,706,822,True
Lakshadweep,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,0,0,0,0,0,0,0,False
Madhya Pradesh,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,812,49,917,882,221,12,1033,5546,6428,True
Maharashtra,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,709,53,1022,1034,43,57,752,8582,9616,True
Manipur,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,2,0,58,1,0,79,2,75,76,True
Meghalaya,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,3,0,9,8,0,4,3,92,100,True
Mizoram,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,1,0,5,7,6,0,7,4,11,False
Nagaland,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,9,1,0,2,0,42,43,True
Odisha,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,444,0,555,513,56,9,500,2079,2592,True
Puducherry,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,1,1,1,0,1,17,18,False
Punjab,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,115,11,369,233,32,47,147,569,802,True
Rajasthan,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,1314,93,1261,1271,450,3,1764,11231,12502,True
Sikkim,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,0,0,0,0,0,0,0,False
Tamil Nadu,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,535,35,808,583,123,309,658,2280,2863,True
Tripura,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,16,0,43,21,4,17,20,178,199,True
Uttar Pradesh,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,1423,83,4295,3746,1596,412,3019,13808,17554,True
Uttarakhand,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,69,8,153,153,42,16,111,698,851,True
West Bengal,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,501,13,1331,1091,29,337,530,5411,6502,True
Andaman & Nicobar Islands,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,6,0,1,9,0,0,6,25,34,False
Andhra Pradesh,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,642,33,962,934,84,57,726,1286,2220,True
Arunachal Pradesh,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,57,33,0,15,0,320,353,True
Assam,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,416,75,1967,914,86,548,502,2348,3262,True
Bihar,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,671,0,1154,1092,172,262,843,8547,9639,True
Chandigarh,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,23,0,37,29,4,10,27,137,166,True
Chhattisgarh,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,201,3,178,193,67,0,268,1217,1410,True
Dadra & Nagar Haveli,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,1,0,6,10,0,0,1,11,21,False
Daman & Diu,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,9,0,0,0,0,0,9,9,9,False
Delhi,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,63,0,325,312,28,22,91,221,533,True
Goa,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,5,0,9,5,0,1,5,31,36,True
Gujarat,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,420,16,1007,1027,28,7,448,7739,8766,True
Haryana,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,357,3,328,333,68,3,425,1116,1449,True
Himachal Pradesh,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,56,0,96,74,11,10,67,339,413,True
Jammu & Kashmir,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,400,12,563,545,10,8,410,4025,4570,True
Jharkhand,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,270,54,152,156,82,44,352,1207,1363,True
Karnataka,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,276,1,336,309,9,25,285,1138,1447,True
Kerala,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,76,4,92,79,17,24,93,723,802,True
Lakshadweep,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,0,0,0,0,0,0,0,False
Madhya Pradesh,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,1028,16,1126,1163,201,1,1229,5346,6509,True
Maharashtra,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,843,94,977,879,68,52,911,8811,9690,True
Manipur,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,62,1,1,50,1,74,75,True
Meghalaya,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,2,0,21,15,0,2,2,97,112,True
Mizoram,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,3,1,1,0,1,1,2,False
Nagaland,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,1,4,3,1,2,1,43,46,False
Odisha,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,443,0,534,543,59,5,502,2092,2635,True
Puducherry,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,4,0,10,5,2,0,6,17,22,True
Punjab,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,168,9,348,249,111,46,279,644,893,True
Rajasthan,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,1703,66,1103,1091,457,1,2160,10645,11736,True
Sikkim,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,2,0,0,1,0,0,0,False
Tamil Nadu,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,903,23,847,845,170,199,1073,2170,3015,True
Tripura,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,32,0,60,30,1,24,33,179,209,True
Uttar Pradesh,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,1803,82,3829,3761,1887,417,3690,14452,18213,True
Uttarakhand,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,54,0,244,170,96,57,150,732,902,True
West Bengal,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,719,18,1781,1655,105,108,824,5959,7614,True
Andaman & Nicobar Islands,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,1,0,0,0,0,28,28,False
Andhra Pradesh,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,552,32,878,773,85,90,637,1461,2234,True
Arunachal Pradesh,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,50,25,0,23,0,353,378,True
Assam,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,644,157,1894,1106,141,769,785,2685,3791,True
Bihar,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,682,10,877,781,141,162,823,8796,9577,True
Chandigarh,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,36,0,22,18,8,4,44,139,157,True
Chhattisgarh,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,83,52,135,143,37,0,120,1154,1297,True
Dadra & Nagar Haveli,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,10,0,6,7,2,0,12,20,27,False
Daman & Diu,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,1,0,0,1,0,1,1,False
Delhi,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,121,0,274,126,17,38,138,442,568,True
Goa,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,4,0,12,12,0,5,4,31,43,True
Gujarat,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,536,12,945,917,44,11,580,8302,9219,True
Haryana,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,317,3,354,353,67,2,384,1021,1374,True
Himachal Pradesh,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,73,1,76,82,8,13,81,346,428,True
Jammu & Kashmir,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,233,11,696,700,2,3,235,4148,4848,True
Jharkhand,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,73,29,336,266,67,23,140,957,1223,True
Karnataka,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,272,1,242,263,2,33,274,1161,1424,True
Kerala,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,53,5,104,89,17,0,70,705,794,True
Lakshadweep,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,0,0,0,0,0,0,0,False
Madhya Pradesh,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,1020,43,918,924,265,2,1285,5551,6475,True
Maharashtra,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,657,25,938,837,61,53,718,8685,9522,True
Manipur,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,2,0,67,2,0,48,2,74,76,True
Meghalaya,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,3,0,4,0,0,2,3,110,110,False
Mizoram,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,3,3,1,0,1,1,4,False
Nagaland,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,6,2,2,0,2,44,46,False
Odisha,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,449,0,531,490,57,2,506,2133,2623,True
Puducherry,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,5,0,13,3,0,0,5,16,19,True
Punjab,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,113,1,253,244,46,52,159,605,849,True
Rajasthan,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,1336,62,921,925,394,2,1730,9510,10435,True
Sikkim,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,0,0,0,0,0,0,0,False
Tamil Nadu,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,582,4,856,677,82,108,664,1919,2596,True
Tripura,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,21,0,68,47,6,16,27,176,223,True
Uttar Pradesh,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,1340,69,2374,2309,1513,43,2853,14441,16750,True
Uttarakhand,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,37,1,217,179,40,40,77,752,931,True
West Bengal,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,799,21,1571,1309,108,283,907,6772,8081,True
Andaman & Nicobar Islands,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,1,0,2,3,5,0,6,28,31,False
Andhra Pradesh,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,715,33,1105,910,116,106,831,1565,2475,True
Arunachal Pradesh,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,2,34,25,5,16,5,378,403,True
Assam,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,671,155,2083,1248,194,785,865,2849,4097,True
Bihar,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,791,0,1606,948,137,158,928,8744,9692,True
Chandigarh,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,9,0,61,49,33,6,42,113,162,True
Chhattisgarh,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,181,93,225,219,81,1,262,1125,1344,True
Dadra & Nagar Haveli,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,3,0,6,5,0,0,3,15,20,False
Daman & Diu,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,0,0,0,0,0,0,0,False
Delhi,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,114,0,331,297,16,33,130,430,727,True
Goa,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,6,0,14,8,1,4,7,39,47,True
Gujarat,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,658,11,1171,1184,65,5,723,8627,9811,True
Haryana,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,327,3,315,314,76,4,403,987,1301,True
Himachal Pradesh,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,49,0,73,49,3,18,52,346,395,True
Jammu & Kashmir,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,350,11,672,653,5,18,355,4602,5255,True
Jharkhand,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,73,29,336,266,67,23,140,1054,1320,True
Karnataka,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,279,4,278,256,12,12,291,1149,1405,True
Kerala,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,94,5,135,18,13,7,107,719,737,True
Lakshadweep,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,0,0,0,0,0,0,0,False
Madhya Pradesh,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,634,50,986,988,178,1,812,5147,6135,True
Maharashtra,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,715,23,1125,1116,49,63,764,8779,9895,True
Manipur,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,3,0,77,1,0,66,3,74,75,True
Meghalaya,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,2,0,16,12,0,3,2,107,119,True
Mizoram,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,0,0,0,0,0,3,3,False
Nagaland,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,2,0,2,17,45,0,47,44,61,False
Odisha,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,422,0,477,493,45,0,467,2117,2610,True
Puducherry,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,7,0,6,5,3,0,10,14,19,False
Punjab,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,142,5,266,342,156,31,298,689,1031,True
Rajasthan,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,879,35,1245,1232,392,0,1271,8643,9875,True
Sikkim,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,4,3,0,2,0,0,3,False
Tamil Nadu,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,592,13,985,821,65,119,657,1928,2749,True
Tripura,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,50,0,83,79,26,21,76,196,275,True
Uttar Pradesh,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,1335,95,3709,3265,1703,246,3038,13828,17093,True
Uttarakhand,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,89,0,202,132,61,72,150,853,985,True
West Bengal,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,722,21,1620,1166,64,91,786,7153,8319,True
Andaman & Nicobar Islands,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,0,0,0,0,0,25,25,False
Andhra Pradesh,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,634,24,1230,1036,98,97,732,1611,2647,True
Arunachal Pradesh,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,6,7,28,20,6,14,12,396,416,True
Assam,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,714,229,2250,1324,167,874,881,3077,4401,True
Bihar,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,688,6,1518,1217,124,472,812,8764,9981,True
Chandigarh,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,17,0,39,26,0,13,17,120,146,True
Chhattisgarh,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,90,10,223,218,37,1,127,989,1207,True
Dadra & Nagar Haveli,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,5,0,6,6,0,0,5,17,23,False
Daman & Diu,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,4,4,0,0,0,0,4,False
Delhi,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,109,0,419,305,31,80,140,597,902,True
Goa,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,11,0,18,7,0,1,11,40,47,True
Gujarat,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,577,29,1147,1106,73,0,650,9077,10183,True
Haryana,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,192,0,274,252,67,4,259,895,1147,True
Himachal Pradesh,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,84,0,115,88,5,6,89,343,431,True
Jammu & Kashmir,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,370,0,741,715,7,22,377,4889,5604,True
Jharkhand,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,986,17,207,271,37,22,1023,1151,1422,True
Karnataka,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,270,48,270,247,13,13,283,1110,1357,True
Kerala,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,142,0,179,262,17,3,159,625,887,True
Lakshadweep,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,0,0,0,0,0,0,0,False
Madhya Pradesh,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,954,226,1047,1037,358,5,1312,5273,6310,True
Maharashtra,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,717,17,1338,1221,53,24,770,9108,10329,True
Manipur,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,3,0,68,2,0,71,3,72,74,True
Meghalaya,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,24,0,16,2,0,4,24,117,119,True
